side,workbook_key,workbook_company,workbook_role,workbook_date,workbook_status,workbook_category,workbook_title_resolution,application_id,repository_role,repository_register,repository_evidence_tier,repository_terminal_outcome,in_census_223,match_tier,candidate_application_ids,disposition,disposition_reason
workbook_only,New York Life + Financial Advisor / Fast-Track-to-Management + 2026-03-04,New York Life,Financial Advisor / Fast-Track-to-Management,2026-03-04,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Opsin Security + GTM Engineer + 2026-03-09,Opsin Security,GTM Engineer,2026-03-09,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Outlier + Short-term image annotation (freelance) + 2025-11-21,Outlier,Short-term image annotation (freelance),2025-11-21,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Outlier + Part-Time Graphic Design (remote gig) + 2025-08-06,Outlier,Part-Time Graphic Design (remote gig),2025-08-06,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Pinn + Outbound Business Development role (exact title unresolved) + 2025-06-30,Pinn,Outbound Business Development role (exact title unresolved),2025-06-30,REJECTED,Community origins,Functional role recovered; formal title remains unresolved (was UNKNOWN),,,,,,,no_company_match,,open_workbook_only,The workbook holds this record and this corpus has no counterpart. Needs an artifact before it can enter the census.
workbook_only,Protecht + SDR — Outbound Enterprise B2B + 2025-07-17,Protecht,SDR — Outbound Enterprise B2B,2025-07-17,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Small Business Growth Alliance (SBGA) + Remote Sales / Independent Business Consultant + 2025-07-10,Small Business Growth Alliance (SBGA),Remote Sales / Independent Business Consultant,2025-07-10,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"Soliant + Account Executive (Atlanta, GA) + 2025-08-07",Soliant,"Account Executive (Atlanta, GA)",2025-08-07,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Speakeasy Inc. + Sales Consultant + 2025-06-17,Speakeasy Inc.,Sales Consultant,2025-06-17,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Starbridge + Founding GTM Engineer + 2025-07-25,Starbridge,Founding GTM Engineer,2025-07-25,REJECTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Stealth US startup + GTM Engineer + 2025-08-31,Stealth US startup,GTM Engineer,2025-08-31,GHOSTED,LinkedIn cold outreach,Resolved from per_c2fa784a3619's public hiring post and the matching message sequence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Stealth company via Search With Jack + Growth Lead + 2025-07-07,Stealth company via per_1b05c163b351,Growth Lead,2025-07-07,GHOSTED,Recruiting marketplace,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,The Workflow Company + AI/GTM Automation Generalist (part-time to full-time) + 2026-03-09,The Workflow Company,AI/GTM Automation Generalist (part-time to full-time),2026-03-09,REJECTED,LinkedIn cold outreach,Functional role recovered from the founder's hiring post; the post did not use a formal requisition title,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,TheKiln + GTM Engineer + 2026-03-03,TheKiln,GTM Engineer,2026-03-03,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Thrivent + Financial Advisor + 2025-06-23,Thrivent,Financial Advisor,2025-06-23,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — Flexton client + Enablement Lead + 2025-10-02,UNKNOWN — Flexton client,Enablement Lead,2025-10-02,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"UNKNOWN — Fortune 500 client + Outbound Sales Consultant III (hybrid, Atlanta) + 2026-08-13",UNKNOWN — Fortune 500 client,"Outbound Sales Consultant III (hybrid, Atlanta)",2026-08-13,SCREENING,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — Series B warehouse-intelligence startup + Revenue Operations Specialist (US remote) + 2026-06-29,UNKNOWN — Series B warehouse-intelligence startup,Revenue Operations Specialist (US remote),2026-06-29,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — Vivi Brown San Diego technology startup + Director of Global Business Development + 2026-05-02,UNKNOWN — Vivi Brown San Diego technology startup,Director of Global Business Development,2026-05-02,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"UNKNOWN — agency client + Sales Development Representative (Alpharetta, GA) + 2026-01-05",UNKNOWN — agency client,"Sales Development Representative (Alpharetta, GA)",2026-01-05,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — construction/fabrication SaaS + Senior Revenue Operations Engineer + 2026-07-28,UNKNOWN — construction/fabrication SaaS,Senior Revenue Operations Engineer,2026-07-28,SCREENING,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — digital product builder + Digital product builder role (exact title unresolved) + 2026-03-07,UNKNOWN — digital product builder,Digital product builder role (exact title unresolved),2026-03-07,GHOSTED,LinkedIn cold outreach,Functional role recovered; formal title remains unresolved (was Unspecified),,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — financial agency + Financial professional (remote) + 2025-09-24,UNKNOWN — financial agency,Financial professional (remote),2025-09-24,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — financial team + Financial-services opportunity (exact title unresolved) + 2026-07-14,UNKNOWN — financial team,Financial-services opportunity (exact title unresolved),2026-07-14,GHOSTED,LinkedIn recruiter/person outreach,Functional role recovered; formal title remains unresolved (was Unspecified),,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"UNKNOWN — hospice client + Hospice Account Executive (West Atlanta, GA) + 2026-07-15",UNKNOWN — hospice client,"Hospice Account Executive (West Atlanta, GA)",2026-07-15,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"UNKNOWN — per_648a39346310 referral + SDR (Atlanta, hybrid) + 2026-01-06",UNKNOWN — per_648a39346310 referral,"SDR (Atlanta, hybrid)",2026-01-06,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,UNKNOWN — per_950db4b78993's company + GTM Engineer + 2025-07-01,UNKNOWN — per_950db4b78993's company,GTM Engineer,2025-07-01,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,"Unknown + AI Enablement Specialist (Atlanta, hybrid) + 2025-11-07",Unknown,"AI Enablement Specialist (Atlanta, hybrid)",2025-11-07,GHOSTED,LinkedIn recruiter/person outreach,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Unknown AI SaaS biotech company via Strategic Employment + Account Executive + 2025-08-28,Unknown AI SaaS biotech company via per_a02182d1f7af,Account Executive,2025-08-28,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
workbook_only,Unknown employer via WilsonHR + Outbound Sales Consultant III + 2026-02-13,Unknown employer via WilsonHR,Outbound Sales Consultant III,2026-02-13,GHOSTED,Recruiter outbound / intermediary,Exact title present in source evidence,,,,,,,no_company_match,,declined_opportunity_register,"Recruiter or marketplace origin with no submission by the applicant. Opportunity register here, and never an application denominator."
